stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station
Keio.Keio.KamiKitazawa,KO9,上北沢,35.66884,139.62342,,
Keio.Keio.KeioHachioji,KO34,京王八王子,35.658,139.34303,,
Merged.Kitano,KO33/KO33,北野,35.64448,139.35418,1,
Keio.Keio.Kitano,KO33,北野,35.64448,139.35418,0,Merged.Kitano
Keio.Takao.Kitano,KO33,北野,35.64448,139.35418,0,Merged.Kitano
Keio.Keio.Kokuryo,KO16,国領,35.65018,139.55843,,
Keio.Keio.Minamidaira,KO30,南平,35.65514,139.39258,,
Keio.Keio.Mogusaen,KO28,百草園,35.65738,139.43138,,
Keio.Keio.Musashinodai,KO21,武蔵野台,35.66414,139.5113,,
Keio.Keio.Naganuma,KO32,長沼,35.64278,139.36588,,
Keio.Keio.Nakagawara,KO26,中河原,35.65953,139.4577,,
Keio.Keio.NishiChofu,KO19,西調布,35.65732,139.5295,,
Keio.Keio.RokaKoen,KO11,芦花公園,35.67052,139.60825,,
Keio.Keio.Sakurajosui,KO8,桜上水,35.66764,139.63146,,
Keio.Keio.SeisekiSakuragaoka,KO27,聖蹟桜ヶ丘,35.6508,139.44696,,
Keio.Keio.Sengawa,KO13,仙川,35.66238,139.58524,,
Keio.Keio.Shibasaki,KO15,柴崎,35.65399,139.56662,,
Keio.Keio.ShimoTakaido,KO7,下高井戸,35.66611,139.64203,,
Keio.Keio.TamaReien,KO22,多磨霊園,35.66636,139.50212,,
Keio.Keio.Tobitakyu,KO20,飛田給,35.65998,139.52366,,
Keio.Keio.Tsutsujigaoka,KO14,つつじヶ丘,35.658,139.57519,,
Keio.KeioNew.Hatagaya,KO3,幡ヶ谷,35.67718,139.67661,,
Keio.KeioNew.Hatsudai,KO2,初台,35.68137,139.68656,,
Keio.Sagamihara.Inagi,KO38,稲城,35.63614,139.50015,,
Keio.Sagamihara.KeioHorinouchi,KO42,京王堀之内,35.62448,139.40032,,
Keio.Sagamihara.KeioInadazutsumi,KO36,京王稲田堤,35.63417,139.53196,,
Keio.Sagamihara.KeioNagayama,KO40,京王永山,35.63024,139.44821,,
Keio.Sagamihara.KeioTamaCenter,KO41,京王多摩センター,35.62522,139.42416,,
Keio.Sagamihara.KeioTamagawa,KO35,京王多摩川,35.64412,139.53632,,
Keio.Sagamihara.KeioYomiuriLand,KO37,京王よみうりランド,35.63297,139.51729,,
Keio.Sagamihara.MinamiOsawa,KO43,南大沢,35.61408,139.37983,,
Keio.Sagamihara.Tamasakai,KO44,多摩境,35.60174,139.36693,,
Keio.Sagamihara.Wakabadai,KO39,若葉台,35.61936,139.47234,,
Keio.Takao.Hazama,KO51,狭間,35.64059,139.29364,,
Keio.Takao.KeioKatakura,KO48,京王片倉,35.64436,139.33696,,
Keio.Takao.Mejirodai,KO50,めじろ台,35.64363,139.30846,,
Keio.Takao.Takaosanguchi,KO53,高尾山口,35.63238,139.26982,,
Keio.Takao.Yamada,KO49,山田,35.64436,139.32076,,
